hometype,price,beds,baths,neighborhood,sqft,age
Single Family Residential,2500000,3,2.5,Lake,2237,105
Single Family Residential,2778750,3,3.5,Lake,2900,102
Single Family Residential,2200000,3,3,Potrero Hill,2131,92
Condo/Co-op,2300000,3,3,Lake,2500,82
Single Family Residential,1925000,3,2,Central Richmond,1690,77
Single Family Residential,2200000,3,2.5,Central Richmond,2335,102
Single Family Residential,2425000,3,2,Noe Valley,1876,91
Condo/Co-op,1850000,3,2,Eureka Valley/Dolore,1557,17
Condo/Co-op,2150000,3,3,Lone Mountain,1840,79
Single Family Residential,1900000,3,2.5,Noe Valley,2550,108
Condo/Co-op,2000000,3,2.5,Alamo Square,1680,109
Single Family Residential,3100000,3,3.5,Alamo Square,3865,118
Single Family Residential,1930000,3,2,Bernal Heights,2160,89
Single Family Residential,2650000,3,3.5,Cow Hollow,2364,23
Single Family Residential,3200000,3,2.5,Lower Pacific Height,2040,118
Condo/Co-op,2735000,3,3,Lower Pacific Height,2632,118
Townhouse,1950000,3,2.5,Potrero Hill,1792,86
Single Family Residential,2500000,3,2.5,Inner Richmond,2271,118
Single Family Residential,2107000,3,1,Noe Valley,1668,118
Condo/Co-op,10900000,3,3.5,Yerba Buena,3207,13
Condo/Co-op,2250000,3,2,Eureka Valley/Dolore,2049,28
Single Family Residential,2100000,3,2,Eureka Valley/Dolore,1803,125
Multi-Family (2-4 Unit),1900000,3,3.5,Twin Peaks,2465,43
Condo/Co-op,4050000,3,2,South of Market,3452,108
Condo/Co-op,2220000,3,2,Nob Hill,1550,104
Single Family Residential,2250000,3,2,Central Sunset,2230,93
Single Family Residential,2475000,3,2.5,Lake,1960,109
Single Family Residential,1800000,3,2,Diamond Heights,1560,54
Condo/Co-op,2762500,3,3.5,Marina,2125,92
Condo/Co-op,2435000,3,2,Pacific Heights,2173,118
Condo/Co-op,1900000,3,3,Cow Hollow,1713,80
Condo/Co-op,1765000,3,1,Mission Dolores,1450,110
Condo/Co-op,1925000,3,2,Alamo Square,2057,112
Single Family Residential,4100000,3,3.5,Marina,3128,80
Single Family Residential,2525000,3,2,Lone Mountain,2139,81
Condo/Co-op,3000000,3,2,Eureka Valley/Dolore,2124,34
Single Family Residential,1800000,3,2.5,Potrero Hill,1657,80
Condo/Co-op,1790000,3,2,Noe Valley,1275,0
Condo/Co-op,1912500,3,3,Noe Valley,1715,16
Condo/Co-op,1875000,3,2,Financial District,1520,37
Multi-Family (2-4 Unit),2500000,3,2,Pacific Heights,2630,79
Single Family Residential,2521000,3,2.5,Lower Pacific Height,1950,118
Condo/Co-op,2200000,3,2,Russian Hill,1740,109
Condo/Co-op,1850000,3,2,Pacific Heights,1670,104
Single Family Residential,2912500,3,3,Pacific Heights,1910,118
Condo/Co-op,2350000,3,2,Russian Hill,1898,26
Single Family Residential,3040000,3,3.5,Outer Richmond,3935,31
Single Family Residential,3030000,3,3.5,Anza Vista,3035,123
Single Family Residential,2850000,3,3.5,Lower Pacific Height,2800,20
Single Family Residential,2730000,3,2.5,Noe Valley,1844,99
Single Family Residential,2225000,3,2,Noe Valley,1325,118
Single Family Residential,4300000,3,4.5,Eureka Valley/Dolore,3890,118
Condo/Co-op,2600000,3,2.5,Potrero Hill,2540,0
Condo/Co-op,2330000,3,2,Potrero Hill,1573,0
Single Family Residential,2200000,3,2,Central Richmond,2520,94
Single Family Residential,2172000,3,1.5,Central Richmond,2000,99
Condo/Co-op,1775000,3,3,Outer Richmond,2444,0
Condo/Co-op,3300000,3,3,Alamo Square,2840,109
Condo/Co-op,2400000,3,2,Russian Hill,1915,95
Single Family Residential,8000000,3,3.5,Pacific Heights,3526,93
Condo/Co-op,2950000,3,3,South Beach,1791,2
Single Family Residential,1750000,3,2,Outer Richmond,2305,77
Condo/Co-op,2800000,3,3.5,Eureka Valley/Dolore,2016,131
Single Family Residential,4000000,3,2.5,Eureka Valley/Dolore,2506,22
Single Family Residential,2050000,3,2,Mount Davidson Manor,2520,66
Single Family Residential,2150000,3,1.5,Inner Mission,2200,88
Single Family Residential,2480000,3,2,Inner Mission,2240,111
Single Family Residential,1800000,3,2,Central Sunset,2207,88
Condo/Co-op,3995000,3,3.5,Nob Hill,3700,29
Condo/Co-op,1825000,3,2,Parnassus/Ashbury Heights,2023,109
Single Family Residential,1936400,3,1,Parnassus/Ashbury Heights,1500,79
Condo/Co-op,1800000,3,1.5,Haight Ashbury,1692,120
Single Family Residential,2050000,3,1.5,Parnassus/Ashbury Heights,1964,81
Single Family Residential,2350000,3,3,Lone Mountain,2645,81
Condo/Co-op,2300000,3,2,Mission Bay,1668,2
Condo/Co-op,4500000,3,2.5,Mission Bay,3000,6
Townhouse,1900000,3,3,Mission Bay,1534,6
Condo/Co-op,2800000,3,2.5,Potrero Hill,2370,0
Condo/Co-op,3200000,3,3.5,South Beach,2903,14
Single Family Residential,3850000,3,4,Eureka Valley/Dolore,3340,105
Single Family Residential,3350000,3,2.5,Eureka Valley/Dolore,2536,102
Single Family Residential,1775000,3,3.5,Bernal Heights,2463,20
Single Family Residential,2505555,3,2.5,Bernal Heights,2385,20
Condo/Co-op,1900000,3,2,Eureka Valley/Dolore,1381,133
Single Family Residential,3150000,3,3,Noe Valley,2380,108
Single Family Residential,2235000,3,2,Noe Valley,1782,108
Condo/Co-op,2800000,3,3,Hayes Valley,1757,4
Condo/Co-op,3400000,3,3,Russian Hill,2550,5
Condo/Co-op,2307000,3,2,Lower Pacific Height,1496,33
Single Family Residential,1963000,3,2,Bernal Heights,2235,77
Single Family Residential,1775000,3,2,Glen Park,1429,118
Single Family Residential,2700000,3,2.5,Bernal Heights,2465,12
Single Family Residential,2075000,3,2,Bernal Heights,1674,42
Single Family Residential,2450000,3,3,Bernal Heights,1938,88
Single Family Residential,2200000,3,2,Bernal Heights,1789,106
Single Family Residential,1865000,3,2,Outer Richmond,1800,87
Single Family Residential,2600000,3,2,Noe Valley,2206,115
Condo/Co-op,2550000,3,2.5,Noe Valley,2073,109
Condo/Co-op,2125000,3,2,Pacific Heights,1655,112
Single Family Residential,3425000,3,3,Potrero Hill,2600,88
Single Family Residential,2100000,3,2,Noe Valley,1575,118
Single Family Residential,1751000,3,2,Bernal Heights,1510,66
Single Family Residential,1805000,3,2,Bernal Heights,1350,68
Single Family Residential,1850000,3,2,Glen Park,1639,69
Condo/Co-op,1800000,3,2,Haight Ashbury,1692,118
Single Family Residential,2685730,3,2.75,Lone Mountain,2370,102
Townhouse,1750000,3,1.5,Haight Ashbury,1456,118
Condo/Co-op,2550000,3,2.5,Pacific Heights,2060,30
Condo/Co-op,5250000,3,3,South Beach,2692,0
Condo/Co-op,3116000,3,3,South Beach,1780,0
Single Family Residential,2000000,3,1.5,Noe Valley,1845,118
Condo/Co-op,1800000,3,2,Glen Park,1272,89
Townhouse,2425000,3,3.5,Glen Park,2104,15
Single Family Residential,3000000,3,3,Noe Valley,2381,94
Single Family Residential,3360000,3,3,Noe Valley,2405,106
Single Family Residential,2376500,3,1.5,Inner Richmond,2550,104
Single Family Residential,1825000,3,2,Inner Sunset,1500,81
Single Family Residential,2455000,3,2.5,Inner Richmond,1870,107
Condo/Co-op,2250000,3,2,Lake,1960,109
Condo/Co-op,2350000,3,2,Pacific Heights,2042,108
Condo/Co-op,8501000,3,3.5,Pacific Heights,3031,2
Condo/Co-op,2575000,3,3,Pacific Heights,1973,118
Condo/Co-op,1760000,3,1.25,Haight Ashbury,1608,118
Multi-Family (2-4 Unit),2200000,3,2,Haight Ashbury,3640,114
Single Family Residential,1950000,3,3,Outer Richmond,2210,94
Single Family Residential,1862500,3,2.5,Parnassus/Ashbury Heights,1886,118
Condo/Co-op,4100000,3,3,South Beach,1980,4
Condo/Co-op,7300000,3,3.5,South Beach,3214,4
Single Family Residential,2150000,3,2,Lone Mountain,1895,81
Condo/Co-op,2500000,3,2,Jordan Park/Laurel Heights,2053,90
Condo/Co-op,1800000,3,2,Russian Hill,1800,110
Multi-Family (2-4 Unit),2065000,3,2,Parnassus/Ashbury Heights,2700,104
Single Family Residential,1800000,3,1.5,Lone Mountain,1428,79
Condo/Co-op,1870000,3,3,Inner Richmond,1833,11
Single Family Residential,2200000,3,2,Parnassus/Ashbury Heights,2593,93
Single Family Residential,2125000,3,1,Central Richmond,2240,105
Condo/Co-op,2325000,3,3,Mission Dolores,1886,14
Condo/Co-op,2425000,3,2.5,Eureka Valley/Dolore,1992,30
Condo/Co-op,1950000,3,2,Eureka Valley/Dolore,1562,77
Multi-Family (2-4 Unit),1872510,3,2,Inner Mission,2292,112
Townhouse,4600000,3,2.5,Russian Hill,2425,20
Single Family Residential,2100000,3,1.5,Inner Richmond,2000,106
Condo/Co-op,1990000,3,2,Pacific Heights,1976,99
Condo/Co-op,4250000,3,3.5,Pacific Heights,3031,21
Single Family Residential,10500000,3,4.75,Pacific Heights,5664,89
Condo/Co-op,2512500,3,2.5,Pacific Heights,2230,114
Condo/Co-op,2028000,3,2,Pacific Heights,2069,110
Condo/Co-op,1952813,3,2,Pacific Heights,1700,97
Single Family Residential,2200000,3,1.5,Inner Sunset,1900,104
Single Family Residential,2300000,3,3,Bernal Heights,2172,108
Single Family Residential,2000000,3,1.5,Cow Hollow,1612,112
Single Family Residential,3310000,3,2.5,Pacific Heights,3570,118
Condo/Co-op,1750000,3,2,Lower Pacific Height,1610,116
Single Family Residential,1800000,3,2,Central Richmond,1450,99
Single Family Residential,1778000,3,1.25,Central Richmond,2008,96
Single Family Residential,1980000,3,2.5,Central Richmond,1820,97
Single Family Residential,1915000,3,2,Central Richmond,1920,106
Condo/Co-op,2242500,3,2,Alamo Square,2288,123
Single Family Residential,1775000,3,1,Bernal Heights,1250,108
Single Family Residential,2400000,3,1.5,Noe Valley,1550,110
Single Family Residential,1810000,3,2,Noe Valley,1452,81
