personid,expgroup,performance,performance_pre,age,tenure,grosswage,children,commute,married
137412,3,-.6150353,.70242363,,,,,,
137418,3,-.60627407,1.3977621,,,,,,
137420,3,-.22547351,.33017436,,,,,,
137424,3,.39070854,1.0050086,,,,,,
137426,3,.15069796,.58521372,,,,,,
137428,3,.78999686,.40221429,,,,,,
137522,3,-.26181483,.10797884,,,,,,
137526,3,-.14311959,.16164017,,,,,,
137532,3,-1.3483242,.50556207,,,,,,
137534,3,-.61456984,1.1360493,,,,,,
137546,3,.76910895,.56196654,,,,,,
137556,3,.6627779,1.1938113,,,,,,
137558,3,-.013718864,.24053107,,,,,,
137568,3,.048701655,.23699085,,,,,,
137892,3,.51486474,.56131965,,,,,,
137894,3,.57294118,.8871423,,,,,,
137904,3,-1.7973231,.26470932,,,,,,
137906,3,-.21677099,.41964647,,,,,,
137914,3,.17128283,.19959116,,,,,,
137916,3,-1.6442825,1.4731817,,,,,,
137918,3,-.01375103,-.052847348,,,,,,
137922,3,.22061618,.75143081,,,,,,
137924,3,-.17773463,.051687844,,,,,,
137926,3,-.59150636,1.0657396,,,,,,
137928,3,-1.1209058,-.25405121,,,,,,
138390,3,.6522947,.86549413,,,,,,
138396,3,-.098124862,.56430227,,,,,,
138400,3,-.61388278,-.49676004,,,,,,
138402,3,-.89031357,.00036182103,,,,,,
138410,3,1.6052752,.72256488,,,,,,
138414,3,-1.0074124,-.053840891,,,,,,
138418,3,.02877214,.36877912,,,,,,
138424,3,-.013533561,-.056648426,,,,,,
138426,3,.0080239987,-.028670324,,,,,,
138430,3,.82016683,.65788525,,,,,,
138444,3,-1.4464655,.55140764,,,,,,
138446,3,.17453867,.013686333,,,,,,
138460,3,-.85581183,.19025981,,,,,,
138466,3,-.10238146,.6329425,,,,,,
138470,3,-.85052997,.48343018,,,,,,
138476,3,-.58263642,.37973672,,,,,,
138482,3,-.17023274,-.062404592,,,,,,
138718,3,.77360249,.52678072,,,,,,
141814,3,.19310394,.30335116,,,,,,
141818,3,-.048226986,.081480771,,,,,,
